,amenities,bathrooms,bedrooms,fee,price,square_feet,cityname,state,time,state_num,city_num
4144,['Wood Floors'],1.0,2.0,No,0.02858508604206501,0.01626607183137422,Long Beach,CA,2019-09-18 03:26:14,5,149
4145,None,1.0,2.0,No,0.02820267686424474,0.01626607183137422,San Diego,CA,2019-12-26 11:39:14,5,196
4146,None,1.0,3.0,No,0.027724665391969407,0.01626607183137422,Chicago,IL,2019-12-26 11:26:07,15,25
4147,"['Parking', 'Refrigerator']",1.0,1.0,No,0.027705544933078394,0.01626607183137422,Tampa,FL,2019-12-26 11:08:57,9,23
4148,"['Dishwasher', 'Patio/Deck', 'Playground', 'Refrigerator', 'Storage']",1.0,1.0,No,0.02762906309751434,0.01626607183137422,Poulsbo,WA,2019-12-26 11:10:03,3,876
4149,None,1.0,1.0,No,0.026959847036328873,0.01626607183137422,Buena Park,CA,2019-12-26 11:12:47,5,877
4150,None,1.0,1.0,No,0.026883365200764817,0.01626607183137422,Anaheim,CA,2019-12-26 11:21:47,5,66
4151,"['Dishwasher', 'Parking']",1.0,3.0,No,0.02667304015296367,0.01626607183137422,Madison,WI,2019-12-22 11:56:14,29,130
4152,None,1.0,1.0,No,0.025908221797323137,0.01626607183137422,La Habra,CA,2019-12-26 11:18:56,5,878
4153,"['Parking', 'Storage']",1.0,1.0,No,0.02581261950286807,0.01626607183137422,Buena Park,CA,2019-09-18 01:57:58,5,877
4154,"['Gym', 'Pool']",1.0,1.0,No,0.025430210325047803,0.01626607183137422,Linthicum Heights,MD,2019-09-18 03:40:22,12,148
4155,None,1.0,1.0,No,0.025334608030592735,0.01626607183137422,Anaheim,CA,2019-12-26 11:11:27,5,66
4156,"['Basketball', 'Cable or Satellite', 'Dishwasher', 'Garbage Disposal', 'Internet Access', 'Parking', 'Patio/Deck', 'Pool', 'Refrigerator', 'Storage', 'Tennis']",1.0,1.0,No,0.0248565965583174,0.01626607183137422,Minneapolis,MN,2019-12-22 11:55:12,26,139
4157,"['Cable or Satellite', 'Dishwasher', 'Elevator', 'Fireplace', 'Garbage Disposal', 'Internet Access', 'Parking', 'Patio/Deck', 'Refrigerator', 'Storage', 'Tennis']",1.0,1.0,No,0.024378585086042064,0.01626607183137422,Madison,WI,2019-12-22 11:56:13,29,130
4158,"['Dishwasher', 'Elevator', 'Garbage Disposal', 'Parking', 'Patio/Deck', 'Pool', 'Refrigerator', 'Storage']",1.0,1.0,No,0.024378585086042064,0.01626607183137422,Edina,MN,2019-12-18 10:50:58,26,628
4159,None,1.0,1.0,No,0.024282982791587,0.01626607183137422,Anaheim,CA,2019-12-26 11:11:29,5,66
4160,"['Cable or Satellite', 'Dishwasher', 'Fireplace', 'Internet Access', 'Patio/Deck', 'Pool', 'Refrigerator']",1.0,1.0,No,0.02334608030592734,0.01626607183137422,Denver,CO,2019-12-26 11:11:26,13,39
4161,"['Dishwasher', 'Parking', 'Pool']",1.0,1.0,No,0.022944550669216062,0.01626607183137422,Minnetonka,MN,2019-12-26 11:22:02,26,336
4162,"['Clubhouse', 'Fireplace', 'Gym']",1.0,1.0,No,0.02288718929254302,0.01626607183137422,Denver,CO,2019-09-17 20:40:19,13,39
4163,"['Parking', 'Refrigerator']",1.0,3.0,No,0.022848948374760994,0.01626607183137422,West Lafayette,IN,2019-12-26 11:14:07,1,159
4164,"['Cable or Satellite', 'Internet Access', 'Parking', 'Patio/Deck', 'Refrigerator', 'Storage']",1.0,1.0,No,0.022466539196940728,0.01626607183137422,Madison,WI,2019-12-26 11:21:32,29,130
4165,None,1.0,1.0,No,0.022466539196940728,0.01626607183137422,Norfolk,VA,2019-09-17 21:21:40,2,240
4166,None,1.0,2.0,No,0.021892925430210326,0.01626607183137422,Hillsboro,OR,2019-12-26 11:32:06,20,255
4167,"['Basketball', 'Clubhouse', 'Dishwasher', 'Fireplace', 'Parking', 'Playground', 'Pool', 'Refrigerator']",1.0,1.0,No,0.021797323135755258,0.01626607183137422,Happy Valley,OR,2019-12-26 11:11:22,20,879
4168,"['Cable or Satellite', 'Dishwasher', 'Elevator', 'Internet Access', 'Parking', 'Patio/Deck', 'Refrigerator', 'Storage']",1.0,1.0,No,0.021586998087954112,0.01626607183137422,Blaine,MN,2019-12-26 11:11:43,26,880
4169,"['Parking', 'Pool']",1.0,1.0,No,0.020248565965583176,0.01626607183137422,Houston,TX,2019-12-26 11:04:42,23,96
4170,None,1.0,1.0,No,0.02017208413001912,0.01626607183137422,Georgetown,TX,2019-12-26 11:29:53,23,258
4171,['Parking'],1.0,1.0,No,0.02017208413001912,0.01626607183137422,Dallas,TX,2019-12-26 11:09:47,23,245
4172,"['Patio/Deck', 'Playground', 'Pool', 'Refrigerator', 'Tennis']",1.0,1.0,No,0.02005736137667304,0.01626607183137422,Winter Park,FL,2019-12-26 11:06:44,9,292
4173,None,1.0,1.0,No,0.019923518164435945,0.01626607183137422,Riverdale,MD,2019-09-17 20:22:12,12,881
4174,None,1.0,1.0,No,0.019923518164435945,0.01626607183137422,Riverdale,MD,2019-09-17 20:24:22,12,881
4175,"['Cable or Satellite', 'Dishwasher', 'Fireplace', 'Internet Access', 'Parking', 'Refrigerator']",1.0,2.0,No,0.01988527724665392,0.01626607183137422,Omaha,NE,2019-12-26 11:19:24,38,224
4176,"['Gym', 'Pool']",1.0,1.0,No,0.01959847036328872,0.01626607183137422,Manchester,CT,2019-09-18 03:25:34,31,146
4177,"['Dishwasher', 'Parking', 'Pool']",1.0,1.0,No,0.018738049713193115,0.01626607183137422,Austin,TX,2019-12-26 11:29:42,23,98
4178,None,1.0,1.0,No,0.01835564053537285,0.01626607183137422,Coraopolis,PA,2019-12-26 11:32:37,22,500
4179,None,1.0,1.0,No,0.01806883365200765,0.01626607183137422,Georgetown,TX,2019-12-26 11:28:50,23,258
4180,"['Cable or Satellite', 'Clubhouse', 'Dishwasher', 'Elevator', 'Garbage Disposal', 'Parking', 'Patio/Deck', 'Refrigerator', 'Storage']",1.0,1.0,No,0.01806883365200765,0.01626607183137422,West Saint Paul,MN,2019-12-22 11:51:31,26,632
4181,"['Cable or Satellite', 'Elevator', 'Internet Access', 'Parking', 'Patio/Deck', 'Refrigerator']",1.0,2.0,No,0.017877629063097516,0.01626607183137422,Milwaukee,WI,2019-12-22 11:56:29,29,150
4182,None,1.0,1.0,No,0.01768642447418738,0.01626607183137422,Houston,TX,2019-12-22 12:19:27,23,96
4183,None,1.0,2.0,No,0.01722753346080306,0.01626607183137422,Atlanta,GA,2019-12-26 11:36:39,8,69
4184,"['Cable or Satellite', 'Dishwasher', 'Garbage Disposal', 'Internet Access', 'Parking', 'Patio/Deck', 'Pool', 'Refrigerator', 'Storage']",1.0,1.0,No,0.016921606118546845,0.01626607183137422,Odessa,TX,2019-12-26 11:07:54,23,395
4185,None,1.0,1.0,No,0.016730401529636712,0.01626607183137422,Fargo,ND,2019-12-26 11:06:22,40,390
4186,None,1.0,1.0,No,0.01644359464627151,0.01626607183137422,,,2019-12-22 11:42:38,0,0
4187,"['Clubhouse', 'Dishwasher', 'Pool', 'Refrigerator']",1.0,1.0,No,0.016347992351816443,0.01626607183137422,Smyrna,GA,2019-12-26 11:08:49,8,284
4188,"['Cable or Satellite', 'Fireplace', 'Garbage Disposal', 'Gym', 'Hot Tub', 'Pool', 'Refrigerator', 'Wood Floors']",2.0,1.0,No,0.015965583173996177,0.01626607183137422,Denver,CO,2019-09-17 21:59:21,13,39
4189,None,1.0,1.0,No,0.015277246653919694,0.01626607183137422,Saint Louis Park,MN,2019-12-26 11:42:02,26,216
4190,"['Dishwasher', 'Patio/Deck', 'Pool', 'Refrigerator']",1.0,1.0,No,0.01520076481835564,0.01626607183137422,Austell,GA,2019-12-26 11:08:51,8,882
4191,None,1.0,1.0,No,0.01508604206500956,0.01626607183137422,,,2019-12-26 11:34:18,0,0
4192,"['Clubhouse', 'Gym', 'Pool', 'TV']",1.0,1.0,No,0.01508604206500956,0.01626607183137422,Las Vegas,NV,2019-09-17 20:28:22,33,168
4193,"['Gym', 'Parking', 'Pool', 'Storage']",1.0,2.0,No,0.015047801147227534,0.01626607183137422,New London,CT,2019-09-18 04:25:38,31,249
4194,"['Gym', 'Parking', 'Pool', 'Storage']",1.0,2.0,No,0.014952198852772467,0.01626607183137422,New London,CT,2019-09-18 04:25:15,31,249
4195,"['Fireplace', 'Playground', 'Pool', 'Storage', 'Washer Dryer']",1.0,2.0,No,0.01491395793499044,0.01626607183137422,Pflugerville,TX,2019-12-26 11:28:33,23,295
4196,None,1.0,1.0,No,0.014703632887189292,0.01626607183137422,Brooklyn Center,MN,2019-12-26 11:26:13,26,600
4197,"['Gym', 'Parking']",1.0,1.0,No,0.014627151051625239,0.01626607183137422,Lawrenceville,GA,2019-09-18 03:06:10,8,616
4198,"['Dishwasher', 'Patio/Deck', 'Refrigerator']",1.0,1.0,No,0.014435946462715106,0.01626607183137422,Milwaukee,WI,2019-12-26 11:11:56,29,150
4199,"['AC', 'Dishwasher', 'Garbage Disposal', 'Gym', 'Patio/Deck']",1.0,2.0,No,0.014340344168260038,0.01626607183137422,Cincinnati,OH,2019-09-18 00:24:41,30,136
4200,None,1.0,1.0,No,0.014340344168260038,0.01626607183137422,Hartford,CT,2019-09-18 04:10:01,31,423
4201,"['Fireplace', 'Gym']",1.0,1.0,No,0.01395793499043977,0.01626607183137422,Las Vegas,NV,2019-09-17 19:36:33,33,168
4202,"['Cable or Satellite', 'Dishwasher', 'Garbage Disposal', 'Gated', 'Internet Access', 'Parking', 'Patio/Deck', 'Refrigerator']",1.0,2.0,No,0.013919694072657744,0.01626607183137422,Milford,OH,2019-12-26 11:11:08,30,365
4203,"['Dishwasher', 'Parking', 'Pool']",1.0,1.0,No,0.013862332695984704,0.01626607183137422,Austin,TX,2019-12-26 11:29:58,23,98
4204,"['Cable or Satellite', 'Dishwasher', 'Internet Access', 'Parking', 'Patio/Deck', 'Pool', 'Refrigerator', 'Storage']",1.0,1.0,No,0.013862332695984704,0.01626607183137422,New Berlin,WI,2019-12-22 11:54:53,29,883
4205,"['Dishwasher', 'Parking', 'Refrigerator']",1.0,2.0,No,0.013804971319311663,0.01626607183137422,Cambridge,MN,2019-12-22 12:14:31,26,231
4206,"['Dishwasher', 'Parking', 'Patio/Deck', 'Refrigerator']",1.0,2.0,No,0.013766730401529637,0.01626607183137422,West Lafayette,IN,2019-12-26 11:14:00,1,159
4207,"['Cable or Satellite', 'Clubhouse', 'Dishwasher', 'Garbage Disposal', 'Gated', 'Internet Access', 'Parking', 'Patio/Deck', 'Pool', 'Refrigerator', 'Storage']",1.0,1.0,No,0.013671128107074569,0.01626607183137422,Houston,TX,2019-12-26 11:04:43,23,96
4208,"['Basketball', 'Cable or Satellite', 'Dishwasher', 'Internet Access', 'Patio/Deck', 'Pool', 'Refrigerator', 'Storage']",1.0,1.0,No,0.01338432122370937,0.01626607183137422,Tampa,FL,2019-12-22 11:47:17,9,23
4209,['Parking'],1.0,2.0,No,0.01338432122370937,0.01626607183137422,Columbus,OH,2019-12-18 10:52:19,30,154
4210,None,1.0,1.0,No,0.013288718929254302,0.01626607183137422,Royal Oak,MI,2019-12-22 12:17:51,27,884
4211,None,1.0,1.0,No,0.013288718929254302,0.01626607183137422,Grand Junction,CO,2019-12-22 12:13:17,13,155
4212,"['Basketball', 'Gym', 'Parking', 'Patio/Deck', 'Storage', 'Washer Dryer']",1.0,1.0,No,0.013078393881453154,0.01626607183137422,Euless,TX,2019-09-18 03:55:21,23,354
4213,"['AC', 'Cable or Satellite', 'Dishwasher', 'Internet Access', 'Patio/Deck', 'Pool', 'Refrigerator', 'Washer Dryer']",1.0,1.0,No,0.0130019120458891,0.01626607183137422,Raleigh,NC,2019-09-18 01:40:11,7,117
4214,None,1.0,1.0,No,0.012906309751434034,0.01626607183137422,Terrell,TX,2019-12-26 11:28:59,23,885
4215,None,1.0,1.0,No,0.0124282982791587,0.01626607183137422,Portsmouth,VA,2019-12-26 11:23:17,2,210
4216,"['Cable or Satellite', 'Dishwasher', 'Garbage Disposal', 'Internet Access', 'Parking', 'Patio/Deck', 'Refrigerator']",1.0,1.0,No,0.012026768642447418,0.01626607183137422,Kansas City,MO,2019-12-22 11:44:17,35,171
4217,"['AC', 'Parking', 'Patio/Deck']",1.0,1.0,No,0.011854684512428298,0.01626607183137422,Woodbury,NJ,2019-09-18 03:32:41,19,886
4218,"['Cable or Satellite', 'Dishwasher', 'Garbage Disposal', 'Pool', 'Refrigerator']",1.0,2.0,No,0.01181644359464627,0.01626607183137422,El Paso,TX,2019-12-10 21:49:44,23,887
4219,"['Clubhouse', 'Fireplace', 'Pool', 'Washer Dryer']",1.0,1.0,No,0.011739961759082217,0.01626607183137422,Raleigh,NC,2019-09-18 01:24:33,7,117
4220,None,1.0,2.0,No,0.011663479923518164,0.01626607183137422,Charlotte,NC,2019-12-26 11:37:38,7,11
4221,None,1.0,1.0,No,0.011663479923518164,0.01626607183137422,Milwaukee,WI,2019-12-26 11:40:23,29,150
4222,"['AC', 'Parking', 'Washer Dryer']",1.0,2.0,No,0.011472275334608031,0.01626607183137422,Portsmouth,VA,2019-09-17 23:08:16,2,210
4223,"['Cable or Satellite', 'Clubhouse', 'Dishwasher', 'Garbage Disposal', 'Parking', 'Playground', 'Pool', 'Refrigerator']",1.0,1.0,No,0.011089866156787764,0.01626607183137422,Kansas City,MO,2019-12-26 11:11:00,35,171
4224,"['AC', 'Fireplace', 'Gated', 'Gym', 'Pool', 'Tennis', 'Washer Dryer']",1.0,1.0,No,0.011089866156787764,0.01626607183137422,Roswell,GA,2019-09-18 04:24:29,8,214
4225,"['AC', 'Fireplace', 'Gated', 'Gym', 'Pool', 'Tennis', 'Washer Dryer']",1.0,1.0,No,0.011070745697896749,0.01626607183137422,Roswell,GA,2019-09-18 04:26:42,8,214
4226,"['Fireplace', 'Gym', 'Pool', 'Tennis', 'Washer Dryer']",1.0,1.0,No,0.011070745697896749,0.01626607183137422,Roswell,GA,2019-09-18 04:37:49,8,214
4227,"['Cable or Satellite', 'Refrigerator']",1.0,2.0,No,0.010994263862332695,0.01626607183137422,Spokane,WA,2019-12-26 11:17:19,3,184
4228,"['AC', 'Fireplace', 'Gated', 'Gym', 'Pool', 'Tennis', 'Washer Dryer']",1.0,1.0,No,0.01072657743785851,0.01626607183137422,Roswell,GA,2019-09-18 04:27:39,8,214
4229,"['Dishwasher', 'Internet Access', 'Parking', 'Refrigerator']",1.0,1.0,No,0.010516252390057362,0.01626607183137422,Clarkston,MI,2019-12-26 11:35:48,27,751
4230,"['Parking', 'Refrigerator']",1.0,2.0,No,0.010516252390057362,0.01626607183137422,Dike,IA,2019-12-26 11:15:57,24,888
4231,"['Gym', 'Parking', 'Storage']",1.0,1.0,No,0.010516252390057362,0.01626607183137422,Pittsburgh,PA,2019-09-18 04:29:52,22,233
4232,"['Dishwasher', 'Fireplace', 'Parking', 'Patio/Deck', 'Pool', 'Refrigerator', 'Storage']",1.0,1.0,No,0.010325047801147227,0.01626607183137422,Baton Rouge,LA,2019-12-26 11:19:06,39,363
4233,"['Cable or Satellite', 'Dishwasher', 'Garbage Disposal', 'Internet Access', 'Refrigerator']",1.0,1.0,No,0.010133843212237094,0.01626607183137422,Louisville,KY,2019-12-22 11:40:04,28,768
4234,None,1.0,1.0,No,0.010038240917782026,0.01626607183137422,Kingsport,TN,2019-12-26 11:15:23,16,488
4235,None,1.0,1.0,No,0.009923518164435947,0.01626607183137422,Columbia,SC,2019-12-26 11:32:25,25,106
4236,"['Cable or Satellite', 'Internet Access', 'Parking', 'Refrigerator']",1.0,2.0,No,0.009560229445506692,0.01626607183137422,Waterloo,IA,2019-12-26 11:16:16,24,653
4237,"['Cable or Satellite', 'Clubhouse', 'Dishwasher', 'Garbage Disposal', 'Internet Access', 'Parking', 'Patio/Deck', 'Playground', 'Pool', 'Refrigerator']",1.0,1.0,No,0.009464627151051626,0.01626607183137422,Shawnee Mission,KS,2019-12-22 11:44:09,42,889
4238,"['Cable or Satellite', 'Clubhouse', 'Dishwasher', 'Garbage Disposal', 'Internet Access', 'Parking', 'Patio/Deck', 'Pool', 'Refrigerator']",1.0,1.0,No,0.009369024856596558,0.01626607183137422,Tallahassee,FL,2019-12-26 11:14:44,9,12
4239,"['Parking', 'Pool', 'Storage']",1.0,1.0,No,0.009273422562141491,0.01626607183137422,Houston,TX,2019-12-26 11:09:31,23,96
4240,"['Dishwasher', 'Patio/Deck', 'Pool', 'Refrigerator']",1.0,1.0,No,0.009158699808795412,0.01626607183137422,Oklahoma City,OK,2019-12-26 11:06:35,36,252
4241,None,1.0,1.0,No,0.009082217973231358,0.01626607183137422,Pontiac,MI,2019-12-26 11:35:48,27,890
4242,['Refrigerator'],1.0,2.0,No,0.009082217973231358,0.01626607183137422,Pottstown,PA,2019-11-30 21:42:51,22,891
4243,"['Garbage Disposal', 'Parking', 'Refrigerator']",1.0,1.0,No,0.008604206500956023,0.01626607183137422,Lincoln Park,MI,2019-12-26 11:19:48,27,892
4244,None,1.0,1.0,No,0.008317399617590822,0.01626607183137422,Kingsport,TN,2019-12-26 11:10:06,16,488
4245,None,1.0,2.0,No,0.008126195028680689,0.01626607183137422,Ames,IA,2019-12-22 11:54:02,24,237
4246,None,1.0,1.0,No,0.008068833652007648,0.01626607183137422,Florence,KY,2019-12-14 21:43:51,28,554
4247,None,1.0,1.0,No,0.00803059273422562,0.01626607183137422,Toledo,OH,2019-09-17 18:36:11,30,170
4248,"['Dishwasher', 'Parking', 'Pool', 'Refrigerator']",1.0,2.0,No,0.007934990439770554,0.01626607183137422,Jackson,MI,2019-12-18 11:17:15,27,893
4249,"['Clubhouse', 'Dishwasher', 'Patio/Deck', 'Pool', 'Refrigerator']",1.0,1.0,No,0.007762906309751434,0.01626607183137422,Anderson,IN,2019-12-26 11:07:50,1,482
4250,None,1.0,2.0,No,0.007552581261950287,0.01626607183137422,Grand Forks,ND,2019-12-26 11:31:14,40,349
4251,"['Basketball', 'Cable or Satellite', 'Clubhouse', 'Dishwasher', 'Garbage Disposal', 'Internet Access', 'Parking', 'Patio/Deck', 'Playground', 'Pool', 'Refrigerator', 'Storage']",1.0,1.0,No,0.007170172084130019,0.01626607183137422,Rogersville,MO,2019-12-26 11:17:13,35,894
4252,None,1.0,2.0,No,0.006883365200764819,0.01626607183137422,Norman,OK,2019-12-26 11:40:04,36,403
4253,"['Basketball', 'Clubhouse', 'Dishwasher', 'Garbage Disposal', 'Parking', 'Playground', 'Pool', 'Refrigerator']",1.0,2.0,No,0.006692160611854685,0.01626607183137422,Wichita,KS,2019-12-26 11:10:33,42,383
4254,"['AC', 'Clubhouse', 'Parking', 'Playground', 'Pool']",1.0,2.0,No,0.006653919694072657,0.01626607183137422,Texarkana,TX,2019-09-18 00:43:24,23,479
4255,None,1.0,2.0,No,0.00621414913957935,0.01626607183137422,Newton,KS,2019-12-22 12:19:08,42,695
4256,"['Parking', 'Refrigerator']",1.0,1.0,No,0.005831739961759082,0.01626607183137422,Kansas City,MO,2019-12-22 11:44:10,35,171
4257,"['Gym', 'Pool']",1.0,1.0,No,0.046022944550669215,0.016291135116168327,Marina Del Rey,CA,2019-09-18 00:52:38,5,32
4258,"['Gym', 'Patio/Deck', 'Tennis']",1.0,1.0,No,0.03636711281070746,0.016291135116168327,Norwalk,CA,2019-09-18 02:13:59,5,542
4259,"['AC', 'Basketball', 'Cable or Satellite', 'Dishwasher', 'Gated', 'Gym', 'Hot Tub', 'Parking', 'Patio/Deck', 'Playground', 'Pool', 'Refrigerator', 'Storage', 'TV', 'Tennis']",1.0,1.0,No,0.034933078393881455,0.016291135116168327,Norwalk,CA,2019-09-18 02:13:20,5,542
4260,"['AC', 'Clubhouse', 'Fireplace', 'Gym', 'Hot Tub', 'Patio/Deck', 'Pool', 'Storage', 'Washer Dryer']",1.0,1.0,No,0.021434034416826005,0.016291135116168327,Denver,CO,2019-09-17 21:41:12,13,39
4261,None,1.0,1.0,No,0.02130019120458891,0.016291135116168327,Houston,TX,2019-12-26 11:04:49,23,96
4262,"['Cable or Satellite', 'Clubhouse', 'Dishwasher', 'Fireplace', 'Gated', 'Hot Tub', 'Internet Access', 'Parking', 'Patio/Deck', 'Pool', 'Refrigerator']",1.0,1.0,No,0.021128107074569788,0.016291135116168327,Colorado Springs,CO,2019-12-26 11:12:13,13,247
4263,"['Cable or Satellite', 'Clubhouse', 'Dishwasher', 'Fireplace', 'Garbage Disposal', 'Hot Tub', 'Internet Access', 'Parking', 'Patio/Deck', 'Pool', 'Refrigerator', 'Storage']",1.0,1.0,No,0.02045889101338432,0.016291135116168327,Denver,CO,2019-12-26 11:11:24,13,39
4264,None,1.0,1.0,No,0.02045889101338432,0.016291135116168327,Colorado Springs,CO,2019-09-18 02:02:40,13,247
4265,"['AC', 'Basketball', 'Cable or Satellite', 'Clubhouse', 'Dishwasher', 'Doorman', 'Fireplace', 'Gated', 'Gym', 'Hot Tub', 'Internet Access', 'Parking', 'Patio/Deck', 'Pool', 'Storage', 'Washer Dryer', 'Wood Floors']",1.0,1.0,No,0.01621414913957935,0.016291135116168327,Round Rock,TX,2019-12-17 09:57:13,23,254
4266,"['Clubhouse', 'Gym', 'Parking', 'Pool']",1.0,1.0,No,0.01615678776290631,0.016291135116168327,Las Vegas,NV,2019-09-17 18:24:54,33,168
4267,None,1.0,1.0,No,0.015908221797323135,0.016291135116168327,San Antonio,TX,2019-12-22 11:42:39,23,110
4268,None,1.0,1.0,No,0.014244741873804971,0.016291135116168327,Abilene,TX,2019-12-26 11:08:00,23,376
4269,"['Fireplace', 'Parking', 'Patio/Deck', 'Refrigerator', 'Storage', 'Washer Dryer']",1.0,1.0,No,0.01372848948374761,0.016291135116168327,Mansfield,TX,2019-09-18 04:44:48,23,696
4270,"['Cable or Satellite', 'Dishwasher', 'Garbage Disposal', 'Internet Access', 'Parking', 'Pool', 'Refrigerator']",1.0,1.0,No,0.013479923518164436,0.016291135116168327,Abilene,TX,2019-12-26 11:15:52,23,376
4271,"['Cable or Satellite', 'Dishwasher', 'Elevator', 'Garbage Disposal', 'Gated', 'Golf', 'Internet Access', 'Parking', 'Patio/Deck', 'Refrigerator']",1.0,1.0,No,0.01338432122370937,0.016291135116168327,Kansas City,MO,2019-12-22 11:44:34,35,171
4272,None,1.0,1.0,No,0.011070745697896749,0.016291135116168327,Overland Park,KS,2019-12-26 11:42:41,42,382
4273,"['AC', 'Playground', 'Storage']",1.0,1.0,No,0.006309751434034417,0.016291135116168327,Dayton,OH,2019-09-18 02:35:35,30,517
4274,None,1.0,1.0,No,0.04627151051625239,0.01631619840096243,Jersey City,NJ,2019-09-18 03:56:40,19,248
4275,['Parking'],1.0,1.0,No,0.033957934990439774,0.01631619840096243,Princeton,NJ,2019-09-18 04:20:44,19,828
4276,['Parking'],1.0,1.0,No,0.029063097514340344,0.01631619840096243,Princeton,NJ,2019-09-18 04:26:33,19,828
4277,"['Gym', 'Parking', 'Pool']",1.0,1.0,No,0.028183556405353728,0.01631619840096243,Derwood,MD,2019-09-17 23:30:52,12,532
4278,['Pool'],1.0,1.0,No,0.022562141491395793,0.01631619840096243,Winter Garden,FL,2019-09-17 23:34:25,9,895
4279,"['Dishwasher', 'Patio/Deck', 'Pool', 'Refrigerator']",1.0,1.0,No,0.020936902485659655,0.01631619840096243,Plymouth,MN,2019-12-26 11:11:48,26,393
4280,"['Cable or Satellite', 'Clubhouse', 'Dishwasher', 'Elevator', 'Garbage Disposal', 'Hot Tub', 'Internet Access', 'Parking', 'Patio/Deck', 'Playground', 'Pool', 'Refrigerator', 'Storage', 'Tennis']",1.0,1.0,No,0.020076481835564052,0.01631619840096243,Edina,MN,2019-12-22 11:55:54,26,628
4281,"['Parking', 'Pool']",1.0,1.0,No,0.01847036328871893,0.01631619840096243,Houston,TX,2019-12-26 11:04:17,23,96
4282,"['Cable or Satellite', 'Clubhouse', 'Dishwasher', 'Elevator', 'Fireplace', 'Garbage Disposal', 'Internet Access', 'Parking', 'Patio/Deck', 'Playground', 'Pool', 'Refrigerator', 'Storage', 'View']",1.0,1.0,No,0.018451242829827914,0.01631619840096243,Eagan,MN,2019-12-26 11:11:48,26,539
4283,"['Dishwasher', 'Parking', 'Pool', 'Storage']",1.0,1.0,No,0.01739961759082218,0.01631619840096243,Phoenix,AZ,2019-12-26 11:06:54,6,14
4284,"['Parking', 'Pool', 'Storage']",1.0,1.0,No,0.01623326959847036,0.01631619840096243,Houston,TX,2019-12-26 11:04:20,23,96
4285,"['Cable or Satellite', 'Dishwasher', 'Gated', 'Internet Access', 'Parking', 'Patio/Deck', 'Pool', 'Refrigerator']",1.0,1.0,No,0.014990439770554493,0.01631619840096243,Hammond,LA,2019-12-26 11:13:47,39,896
4286,"['Garbage Disposal', 'Parking', 'Refrigerator']",1.0,2.0,No,0.014531548757170172,0.01631619840096243,West Lafayette,IN,2019-12-26 11:14:15,1,159
4287,"['Clubhouse', 'Fireplace', 'Gym', 'Pool', 'Washer Dryer']",1.0,1.0,No,0.014397705544933078,0.01631619840096243,Apex,NC,2019-12-17 21:39:18,7,708
4288,"['Clubhouse', 'Fireplace', 'Gym', 'Pool', 'Washer Dryer']",1.0,1.0,No,0.014397705544933078,0.01631619840096243,Apex,NC,2019-09-17 21:14:55,7,708
4289,"['Cable or Satellite', 'Dishwasher', 'Gated', 'Internet Access', 'Parking', 'Patio/Deck', 'Playground', 'Pool', 'Refrigerator']",1.0,1.0,No,0.014091778202676864,0.01631619840096243,Gonzales,LA,2019-12-26 11:19:07,39,897
4290,None,1.0,1.0,No,0.02829827915869981,0.016341261685756534,Dallas,TX,2019-12-26 11:28:38,23,245
4291,None,1.0,1.0,No,0.02609942638623327,0.016341261685756534,Dallas,TX,2019-12-26 11:28:34,23,245
4292,"['Dishwasher', 'Parking', 'Patio/Deck', 'Refrigerator']",1.0,1.0,No,0.023040152963671127,0.016341261685756534,Covington,WA,2019-12-26 11:08:23,3,864
4293,"['Dishwasher', 'Parking', 'Pool']",1.0,1.0,No,0.01864244741873805,0.016341261685756534,Austin,TX,2019-12-26 11:27:20,23,98
4294,['Dishwasher'],1.0,1.0,No,0.013709369024856597,0.016341261685756534,San Antonio,TX,2019-12-22 11:42:22,23,110
4295,"['Cable or Satellite', 'Clubhouse', 'Dishwasher', 'Fireplace', 'Garbage Disposal', 'Hot Tub', 'Internet Access', 'Parking', 'Patio/Deck', 'Pool', 'Refrigerator']",1.0,1.0,No,0.013671128107074569,0.016341261685756534,West Des Moines,IA,2019-12-26 11:10:32,24,505
4296,"['Dishwasher', 'Patio/Deck', 'Refrigerator']",1.0,1.0,No,0.011472275334608031,0.016341261685756534,Neenah,WI,2019-12-26 11:14:30,29,898
4297,"['Cable or Satellite', 'Dishwasher', 'Fireplace', 'Parking', 'Refrigerator', 'Tennis']",1.0,1.0,No,0.009177820267686425,0.016341261685756534,Independence,MO,2019-12-26 11:10:58,35,449
4298,None,1.0,1.0,No,0.05344168260038241,0.01636632497055064,Oakland,CA,2019-12-26 11:38:52,5,44
4299,"['Basketball', 'Cable or Satellite', 'Dishwasher', 'Parking', 'Patio/Deck', 'Playground', 'Pool', 'Refrigerator', 'Storage']",1.0,1.0,No,0.03755258126195029,0.01636632497055064,Andover,MA,2019-12-26 11:08:44,18,43
4300,"['Parking', 'Storage', 'Wood Floors']",1.0,1.0,No,0.023594646271510516,0.01636632497055064,Dallas,TX,2019-09-17 20:14:27,23,245
4301,"['Parking', 'Pool']",1.0,1.0,No,0.02219885277246654,0.01636632497055064,Dallas,TX,2019-12-26 11:07:26,23,245
4302,"['Dishwasher', 'Fireplace', 'Parking', 'Pool', 'Storage']",1.0,1.0,No,0.016921606118546845,0.01636632497055064,Phoenix,AZ,2019-12-26 11:06:51,6,14
